IMG_Contig_Name,Original_Contig_Name,Bin,Contig %GC,Contig Length,Locus_Tag,IMG_Gene_ID,Gene_Type,Gene_Start,Gene_Stop,Gene_Length,Homolog_Gene_ID,Homolog_Taxon_ID,Lineage %ID,Lineage,Product,Source,COG_ID,Cog %ID,PFAM_ID,KO_Term,KO %ID,EC_Number
SMTZ23_10000149,WORSMTZ_148,#N/A,51.2614,97904,SMTZ23_1000014928,SMTZ23_10000149.87,CDS,21325,21747,422,639701142,639633063,70.8,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter;fumaroxidans;Syntrophobacter fumaroxidans MPOB,"Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,55.56,pfam01855,KO:K00179,70.8,EC:1.2.7.8
SMTZ23_10000370,WORSMTZ_369,#N/A,53.4089,74261,SMTZ23_1000037022,SMTZ23_10000370.70,CDS,25305,27104,1799,639701142,639633063,51.3,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter;fumaroxidans;Syntrophobacter fumaroxidans MPOB,"Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,38.63,pfam02775,KO:K00179,51.3,EC:1.2.7.8
SMTZ23_10000334,WORSMTZ_333,#N/A,50.7416,63177,SMTZ23_1000033424,SMTZ23_10000334.75,CDS,24710,26020,1310,639703697,639633063,42.3,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter;fumaroxidans;Syntrophobacter fumaroxidans MPOB,4-aminobutyrate aminotransferase and related aminotransferases,COG0160,COG0160,41.12,pfam00202,KO:K07250,42.3,EC:2.6.1.19
SMTZ23_10004698,WORSMTZ_4697,#N/A,53.8922,19706,SMTZ23_100046987,SMTZ23_10004698.20,CDS,4898,6706,1808,639701142,639633063,54.4,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter;fumaroxidans;Syntrophobacter fumaroxidans MPOB,"Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,42.68,pfam02775,KO:K00179,54.4,EC:1.2.7.8
SMTZ23_10009019,WORSMTZ_9018,#N/A,52.2382,14342,SMTZ23_100090191,SMTZ23_10009019.1,CDS,2,691,689,639701142,639633063,53.4,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter;fumaroxidans;Syntrophobacter fumaroxidans MPOB,"Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,38.7,pfam02775,KO:K00179,53.4,EC:1.2.7.8
SMTZ23_10009845,WORSMTZ_9844,#N/A,47.1409,13763,SMTZ23_1000984513,SMTZ23_10009845.40,CDS,11160,12959,1799,639701142,639633063,51.2,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter;fumaroxidans;Syntrophobacter fumaroxidans MPOB,"Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,39.78,pfam02775,KO:K00179,51.2,EC:1.2.7.8
SMTZ23_10038971,WORSMTZ_38970,#N/A,47.3999,8692,SMTZ23_100389715,SMTZ23_10038971.15,CDS,3016,4296,1280,639702375,639633063,61.9,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter;fumaroxidans;Syntrophobacter fumaroxidans MPOB,Glutamate-1-semialdehyde aminotransferase,COG0001,COG0001,59.39,pfam00202,KO:K01845,61.9,EC:5.4.3.8
SMTZ23_10067099,WORSMTZ_96591,#N/A,51.3153,5170,SMTZ23_100670995,SMTZ23_10067099.11,CDS,1523,3322,1799,639701142,639633063,53.8,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter;fumaroxidans;Syntrophobacter fumaroxidans MPOB,"Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,41.97,pfam02775,KO:K00179,53.8,EC:1.2.7.8
SMTZ23_10000444,WORSMTZ_443,36,42.515,65805,SMTZ23_1000044443,SMTZ23_10000444.140,CDS,37370,38686,1316,2509867007,2509601044,57.1,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;aromaticivorans;Syntrophorhabdus aromaticivorans UI,4-aminobutyrate aminotransferase and related aminotransferases,COG0160,COG0160,52.15,pfam00202,KO:K00823,57.3,EC:2.6.1.19
SMTZ23_10003156,WORSMTZ_3155,41,57.8151,30940,SMTZ23_1000315632,SMTZ23_10003156.110,CDS,28658,29206,548,2509867007,2509601044,53.5,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;aromaticivorans;Syntrophorhabdus aromaticivorans UI,4-aminobutyrate aminotransferase and related aminotransferases,COG0160,COG0160,48.03,pfam00202,KO:K00823,50,EC:2.6.1.19
SMTZ23_10000205,WORSMTZ_204,42,46.9839,75562,SMTZ23_1000020520,SMTZ23_10000205.61,CDS,22064,23485,1421,2509867007,2509601044,61.4,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;aromaticivorans;Syntrophorhabdus aromaticivorans UI,4-aminobutyrate aminotransferase and related aminotransferases,COG0160,COG0160,52.27,pfam00202,KO:K00823,60.7,EC:2.6.1.19
SMTZ23_10056145,WORSMTZ_56144,60,47.0069,5212,SMTZ23_100561454,SMTZ23_10056145.10,CDS,4030,5211,1181,2509867007,2509601044,49.2,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;aromaticivorans;Syntrophorhabdus aromaticivorans UI,4-aminobutyrate aminotransferase and related aminotransferases,COG0160,COG0160,47.66,pfam00202,KO:K00823,46.6,EC:2.6.1.19
SMTZ23_10001660,WORSMTZ_1659,77,47.0714,31705,SMTZ23_1000166012,SMTZ23_10001660.39,CDS,9704,11122,1418,2509867007,2509601044,60.3,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;aromaticivorans;Syntrophorhabdus aromaticivorans UI,4-aminobutyrate aminotransferase and related aminotransferases,COG0160,COG0160,52.51,pfam00202,KO:K00823,60.7,EC:2.6.1.19
SMTZ23_10014445,WORSMTZ_14444,77,46.2705,11275,SMTZ23_100144455,SMTZ23_10014445.15,CDS,2583,4001,1418,2509867007,2509601044,60.8,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;aromaticivorans;Syntrophorhabdus aromaticivorans UI,4-aminobutyrate aminotransferase and related aminotransferases,COG0160,COG0160,52.51,pfam00202,KO:K00823,61.5,EC:2.6.1.19
SMTZ23_10025956,WORSMTZ_25955,77,46.7817,8172,SMTZ23_100259561,SMTZ23_10025956.1,CDS,3,938,935,2509867007,2509601044,62.8,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;aromaticivorans;Syntrophorhabdus aromaticivorans UI,4-aminobutyrate aminotransferase and related aminotransferases,COG0160,COG0160,50.34,pfam00202,KO:K00823,61.8,EC:2.6.1.19
SMTZ23_10018616,WORSMTZ_18615,84,58.8495,13351,SMTZ23_100186161,SMTZ23_10018616.1,CDS,1,1200,1199,2509867007,2509601044,60.1,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;aromaticivorans;Syntrophorhabdus aromaticivorans UI,4-aminobutyrate aminotransferase and related aminotransferases,COG0160,COG0160,53.02,pfam00202,KO:K00823,58,EC:2.6.1.19
SMTZ23_10016070,WORSMTZ_16069,#N/A,53.1904,11237,SMTZ23_100160703,SMTZ23_10016070.8,CDS,696,1436,740,2509867581,2509601044,66.8,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;aromaticivorans;Syntrophorhabdus aromaticivorans UI,domain,pfam01855,COG0674,34.29,pfam01855,KO:K00174,65.6,EC:1.2.7.3
SMTZ23_10018878,WORSMTZ_18877,#N/A,51.3134,10964,SMTZ23_100188781,SMTZ23_10018878.1,CDS,3,689,686,2509867105,2509601044,32,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;aromaticivorans;Syntrophorhabdus aromaticivorans UI,Bacterial pre-peptidase C-terminal domain,pfam04151,,,pfam04151,,,
SMTZ23_10018434,WORSMTZ_18433,#N/A,56.6421,9899,SMTZ23_100184348,SMTZ23_10018434.26,CDS,9296,9898,602,2509867434,2509601044,58.7,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;aromaticivorans;Syntrophorhabdus aromaticivorans UI,Aminotransferase class-V,pfam00266,COG0075,48.76,pfam00266,,,
SMTZ23_10066567,WORSMTZ_92358,#N/A,51.338,7063,SMTZ23_100665672,SMTZ23_10066567.3,CDS,86,535,449,2509868055,2509601044,33.3,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;aromaticivorans;Syntrophorhabdus aromaticivorans UI,Chagasin family peptidase inhibitor I42,pfam09394,COG5513,20.83,pfam09394,,,
SMTZ23_10072522,WORSMTZ_435331,#N/A,53.426,5181,SMTZ23_100725226,SMTZ23_10072522.18,CDS,4624,5079,455,2509867434,2509601044,64.1,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;aromaticivorans;Syntrophorhabdus aromaticivorans UI,Aminotransferase class-V,pfam00266,COG0075,50.43,pfam00266,,,
SMTZ23_10000166,WORSMTZ_165,#N/A,47.3175,142108,SMTZ23_1000016696,SMTZ23_10000166.321,CDS,91760,93118,1358,2509867007,2509601044,63.2,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;aromaticivorans;Syntrophorhabdus aromaticivorans UI,4-aminobutyrate aminotransferase and related aminotransferases,COG0160,COG0160,53.3,pfam00202,KO:K00823,62.2,EC:2.6.1.19
SMTZ23_10001178,WORSMTZ_1177,#N/A,43.0424,80200,SMTZ23_1000117820,SMTZ23_10001178.67,CDS,23124,24485,1361,2509867007,2509601044,58.3,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;aromaticivorans;Syntrophorhabdus aromaticivorans UI,4-aminobutyrate aminotransferase and related aminotransferases,COG0160,COG0160,50.68,pfam00202,KO:K00823,56.7,EC:2.6.1.19
SMTZ23_10000525,WORSMTZ_524,#N/A,51.6207,52448,SMTZ23_1000052536,SMTZ23_10000525.117,CDS,46881,47468,587,2509869117,2509601044,54.3,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;aromaticivorans;Syntrophorhabdus aromaticivorans UI,"Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, gamma subunit",COG1014,COG1014,32.11,pfam01558,KO:K00180,51.3,EC:1.2.7.8
SMTZ23_10003223,WORSMTZ_3222,#N/A,45.4415,44554,SMTZ23_100032235,SMTZ23_10003223.15,CDS,4237,5346,1109,2509868435,2509601044,64.6,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;aromaticivorans;Syntrophorhabdus aromaticivorans UI,Aspartate/tyrosine/aromatic aminotransferase,COG0436,COG0436,40.31,pfam00155,KO:K00812,48.8,EC:2.6.1.1
SMTZ23_10001136,WORSMTZ_1135,#N/A,50.8533,37500,SMTZ23_1000113639,SMTZ23_10001136.116,CDS,35616,36809,1193,2509868045,2509601044,58.9,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;aromaticivorans;Syntrophorhabdus aromaticivorans UI,Aspartate/tyrosine/aromatic aminotransferase,COG0436,COG0436,44.67,pfam00155,KO:K00812,57.6,EC:2.6.1.1
SMTZ23_10001365,WORSMTZ_1364,#N/A,52.1654,36622,SMTZ23_1000136538,SMTZ23_10001365.112,CDS,35414,36502,1088,2509868435,2509601044,58.4,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;aromaticivorans;Syntrophorhabdus aromaticivorans UI,Aspartate/tyrosine/aromatic aminotransferase,COG0436,COG0436,37.47,pfam00155,KO:K00812,46.4,EC:2.6.1.1
SMTZ23_10002816,WORSMTZ_2815,#N/A,48.4315,35576,SMTZ23_100028162,SMTZ23_10002816.5,CDS,1599,2192,593,2509869117,2509601044,78.2,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;aromaticivorans;Syntrophorhabdus aromaticivorans UI,"Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, gamma subunit",COG1014,COG1014,27.98,pfam01558,KO:K00180,47.2,EC:1.2.7.8
SMTZ23_10002816,WORSMTZ_2815,#N/A,48.4315,35576,SMTZ23_100028163,SMTZ23_10002816.9,CDS,2204,4024,1820,2509869116,2509601044,68.8,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;aromaticivorans;Syntrophorhabdus aromaticivorans UI,"Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,42.59,pfam02775,KO:K00179,54,EC:1.2.7.8
SMTZ23_10002164,WORSMTZ_2163,#N/A,48.9448,35397,SMTZ23_1000216426,SMTZ23_10002164.81,CDS,26961,28781,1820,2509869116,2509601044,69.1,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;aromaticivorans;Syntrophorhabdus aromaticivorans UI,"Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,42.43,pfam02775,KO:K00179,53.7,EC:1.2.7.8
SMTZ23_10002164,WORSMTZ_2163,#N/A,48.9448,35397,SMTZ23_1000216427,SMTZ23_10002164.85,CDS,28793,29392,599,2509869117,2509601044,78.7,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;aromaticivorans;Syntrophorhabdus aromaticivorans UI,"Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, gamma subunit",COG1014,COG1014,30.21,pfam01558,KO:K00180,48.7,EC:1.2.7.8
SMTZ23_10002581,WORSMTZ_2580,#N/A,48.4137,28273,SMTZ23_1000258113,SMTZ23_10002581.39,CDS,10512,12338,1826,2509869116,2509601044,54.2,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;aromaticivorans;Syntrophorhabdus aromaticivorans UI,"Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,45.23,pfam02775,KO:K00179,55.5,EC:1.2.7.8
SMTZ23_10006526,WORSMTZ_6525,#N/A,51.7305,24819,SMTZ23_100065262,SMTZ23_10006526.2,CDS,103,1428,1325,2509867007,2509601044,76.6,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;aromaticivorans;Syntrophorhabdus aromaticivorans UI,4-aminobutyrate aminotransferase and related aminotransferases,COG0160,COG0160,53.83,pfam00202,KO:K00823,75.4,EC:2.6.1.19
SMTZ23_10008580,WORSMTZ_8579,#N/A,52.3374,23509,SMTZ23_100085806,SMTZ23_10008580.19,CDS,5553,6143,590,2509869117,2509601044,59,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;aromaticivorans;Syntrophorhabdus aromaticivorans UI,"Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, gamma subunit",COG1014,COG1014,29.03,pfam01558,KO:K00180,53.2,EC:1.2.7.8
SMTZ23_10003663,WORSMTZ_3662,#N/A,48.2973,22053,SMTZ23_1000366315,SMTZ23_10003663.51,CDS,15827,16921,1094,2509868435,2509601044,63.5,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;aromaticivorans;Syntrophorhabdus aromaticivorans UI,Aspartate/tyrosine/aromatic aminotransferase,COG0436,COG0436,40.05,pfam00155,KO:K00812,47.1,EC:2.6.1.1
SMTZ23_10006735,WORSMTZ_6734,#N/A,45.185,16594,SMTZ23_100067357,SMTZ23_10006735.22,CDS,5599,6687,1088,2509868435,2509601044,59.5,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;aromaticivorans;Syntrophorhabdus aromaticivorans UI,Aspartate/tyrosine/aromatic aminotransferase,COG0436,COG0436,39.95,pfam00155,KO:K00812,49,EC:2.6.1.1
SMTZ23_10010649,WORSMTZ_10648,#N/A,51.1273,13218,SMTZ23_100106491,SMTZ23_10010649.1,CDS,338,1669,1331,2509867007,2509601044,59.9,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;aromaticivorans;Syntrophorhabdus aromaticivorans UI,4-aminobutyrate aminotransferase and related aminotransferases,COG0160,COG0160,47.07,pfam00202,KO:K00823,54.1,EC:2.6.1.19
SMTZ23_10011886,WORSMTZ_11885,#N/A,49.8637,12476,SMTZ23_100118863,SMTZ23_10011886.8,CDS,2430,3767,1337,2509867007,2509601044,79.1,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;aromaticivorans;Syntrophorhabdus aromaticivorans UI,4-aminobutyrate aminotransferase and related aminotransferases,COG0160,COG0160,51.24,pfam00202,KO:K00823,73.1,EC:2.6.1.19
SMTZ23_10012147,WORSMTZ_12146,#N/A,49.1532,12341,SMTZ23_100121478,SMTZ23_10012147.26,CDS,7638,8963,1325,2509867007,2509601044,76.6,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;aromaticivorans;Syntrophorhabdus aromaticivorans UI,4-aminobutyrate aminotransferase and related aminotransferases,COG0160,COG0160,52.25,pfam00202,KO:K00823,72.9,EC:2.6.1.19
SMTZ23_10018251,WORSMTZ_18250,#N/A,48.3122,9954,SMTZ23_1001825111,SMTZ23_10018251.32,CDS,9596,9952,356,2509868437,2509601044,33.3,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;aromaticivorans;Syntrophorhabdus aromaticivorans UI,"Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, gamma subunit",COG1014,COG1014,22.33,pfam01558,KO:K00180,30.1,EC:1.2.7.8
SMTZ23_10018434,WORSMTZ_18433,#N/A,56.6421,9899,SMTZ23_100184342,SMTZ23_10018434.5,CDS,2487,3578,1091,2509868435,2509601044,63.5,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;aromaticivorans;Syntrophorhabdus aromaticivorans UI,Aspartate/tyrosine/aromatic aminotransferase,COG0436,COG0436,41.6,pfam00155,KO:K00812,48.5,EC:2.6.1.1
SMTZ23_10024682,WORSMTZ_24681,#N/A,48.3062,8413,SMTZ23_100246823,SMTZ23_10024682.8,CDS,2171,3514,1343,2509867007,2509601044,54.6,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;aromaticivorans;Syntrophorhabdus aromaticivorans UI,4-aminobutyrate aminotransferase and related aminotransferases,COG0160,COG0160,47.17,pfam00202,KO:K00823,52.4,EC:2.6.1.19
SMTZ23_10029898,WORSMTZ_29897,#N/A,35.8753,7540,SMTZ23_100298983,SMTZ23_10029898.9,CDS,1266,2639,1373,2509867007,2509601044,57.6,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;aromaticivorans;Syntrophorhabdus aromaticivorans UI,4-aminobutyrate aminotransferase and related aminotransferases,COG0160,COG0160,51.36,pfam00202,KO:K00823,57.4,EC:2.6.1.19
SMTZ23_10040620,WORSMTZ_40619,#N/A,51.7722,6320,SMTZ23_100406205,SMTZ23_10040620.15,CDS,3934,4518,584,2509869117,2509601044,53.6,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;aromaticivorans;Syntrophorhabdus aromaticivorans UI,"Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, gamma subunit",COG1014,COG1014,31.05,pfam01558,KO:K00180,49.5,EC:1.2.7.8
SMTZ23_10065316,WORSMTZ_83763,#N/A,48.993,5958,SMTZ23_100653165,SMTZ23_10065316.13,CDS,3414,5234,1820,2509869116,2509601044,67.7,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;aromaticivorans;Syntrophorhabdus aromaticivorans UI,"Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,42.83,pfam02775,KO:K00179,53,EC:1.2.7.8
SMTZ23_10065316,WORSMTZ_83763,#N/A,48.993,5958,SMTZ23_100653166,SMTZ23_10065316.16,CDS,5246,5845,599,2509869117,2509601044,79.7,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;aromaticivorans;Syntrophorhabdus aromaticivorans UI,"Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, gamma subunit",COG1014,COG1014,29.69,pfam01558,KO:K00180,47.9,EC:1.2.7.8
SMTZ23_10054440,WORSMTZ_54439,#N/A,51.0872,5473,SMTZ23_100544405,SMTZ23_10054440.15,CDS,3813,5138,1325,2509867007,2509601044,76,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;aromaticivorans;Syntrophorhabdus aromaticivorans UI,4-aminobutyrate aminotransferase and related aminotransferases,COG0160,COG0160,53.6,pfam00202,KO:K00823,72.1,EC:2.6.1.19
SMTZ23_10055516,WORSMTZ_55515,#N/A,54.3064,5248,SMTZ23_100555162,SMTZ23_10055516.5,CDS,1371,2696,1325,2509867007,2509601044,76.4,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;aromaticivorans;Syntrophorhabdus aromaticivorans UI,4-aminobutyrate aminotransferase and related aminotransferases,COG0160,COG0160,51.8,pfam00202,KO:K00823,73.6,EC:2.6.1.19
SMTZ23_10071231,WORSMTZ_160496,#N/A,54.1851,5197,SMTZ23_100712312,SMTZ23_10071231.5,CDS,2000,3088,1088,2509868435,2509601044,60.4,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophorhabdaceae;Syntrophorhabdus;aromaticivorans;Syntrophorhabdus aromaticivorans UI,Aspartate/tyrosine/aromatic aminotransferase,COG0436,COG0436,39.53,pfam00155,KO:K00812,47.7,EC:2.6.1.1
SMTZ23_10006410,WORSMTZ_6409,76,35.8142,17803,SMTZ23_1000641015,SMTZ23_10006410.51,CDS,14345,15685,1340,2517272745,2517093047,37.7,Bacteria;Proteobacteria;Deltaproteobacteria;unclassified Deltaproteobacteria;unclassified Deltaproteobacteria;Deferrisoma;camini;Deferrisoma camini S3R1,Glutamate-1-semialdehyde aminotransferase,COG0001,COG0001,38.98,pfam00202,KO:K01845,38.6,EC:5.4.3.8
SMTZ23_10001459,WORSMTZ_1458,83,49.6824,34795,SMTZ23_1000145928,SMTZ23_10001459.96,CDS,25153,26457,1304,2517272745,2517093047,43.5,Bacteria;Proteobacteria;Deltaproteobacteria;unclassified Deltaproteobacteria;unclassified Deltaproteobacteria;Deferrisoma;camini;Deferrisoma camini S3R1,Glutamate-1-semialdehyde aminotransferase,COG0001,COG0001,38.69,pfam00202,KO:K01845,41,EC:5.4.3.8
SMTZ23_10019437,WORSMTZ_19436,83,45.5002,25279,SMTZ23_1001943722,SMTZ23_10019437.71,CDS,16580,18085,1505,2517272745,2517093047,42.3,Bacteria;Proteobacteria;Deltaproteobacteria;unclassified Deltaproteobacteria;unclassified Deltaproteobacteria;Deferrisoma;camini;Deferrisoma camini S3R1,Glutamate-1-semialdehyde aminotransferase,COG0001,COG0001,38.94,pfam00202,KO:K01845,38.9,EC:5.4.3.8
SMTZ23_10000037,WORSMTZ_36,76-7,34.4864,139113,SMTZ23_1000003777,SMTZ23_10000037.276,CDS,82001,83350,1349,2517272745,2517093047,40.5,Bacteria;Proteobacteria;Deltaproteobacteria;unclassified Deltaproteobacteria;unclassified Deltaproteobacteria;Deferrisoma;camini;Deferrisoma camini S3R1,Glutamate-1-semialdehyde aminotransferase,COG0001,COG0001,40.5,pfam00202,KO:K01845,37.6,EC:5.4.3.8
SMTZ23_10006547,WORSMTZ_6546,#N/A,53.2185,32096,SMTZ23_1000654731,SMTZ23_10006547.95,CDS,27059,27733,674,2517272102,2517093047,51.6,Bacteria;Proteobacteria;Deltaproteobacteria;unclassified Deltaproteobacteria;unclassified Deltaproteobacteria;Deferrisoma;camini;Deferrisoma camini S3R1,domain,pfam01855,COG0674,25.32,pfam01855,KO:K00174,44.1,EC:1.2.7.3
SMTZ23_10006547,WORSMTZ_6546,#N/A,53.2185,32096,SMTZ23_1000654732,SMTZ23_10006547.98,CDS,27791,28135,344,2517272102,2517093047,76.3,Bacteria;Proteobacteria;Deltaproteobacteria;unclassified Deltaproteobacteria;unclassified Deltaproteobacteria;Deferrisoma;camini;Deferrisoma camini S3R1,domain,pfam01855,COG0674,60.53,pfam01855,KO:K00174,72.6,EC:1.2.7.3
SMTZ23_10041078,WORSMTZ_41077,#N/A,51.5889,11675,SMTZ23_100410781,SMTZ23_10041078.1,CDS,1,657,656,2517272102,2517093047,52.2,Bacteria;Proteobacteria;Deltaproteobacteria;unclassified Deltaproteobacteria;unclassified Deltaproteobacteria;Deferrisoma;camini;Deferrisoma camini S3R1,domain,pfam01855,COG0674,25.56,pfam01855,KO:K00174,43.6,EC:1.2.7.3
SMTZ23_10025958,WORSMTZ_25957,#N/A,52.3429,10756,SMTZ23_100259581,SMTZ23_10025958.1,CDS,1,657,656,2517273009,2517093047,67.6,Bacteria;Proteobacteria;Deltaproteobacteria;unclassified Deltaproteobacteria;unclassified Deltaproteobacteria;Deferrisoma;camini;Deferrisoma camini S3R1,domain,pfam01855,COG0674,39.82,pfam01855,KO:K00169,57.7,EC:1.2.7.1
SMTZ23_10037891,WORSMTZ_37890,#N/A,50.0998,10022,SMTZ23_100378917,SMTZ23_10037891.18,CDS,3038,3535,497,2517272102,2517093047,56.2,Bacteria;Proteobacteria;Deltaproteobacteria;unclassified Deltaproteobacteria;unclassified Deltaproteobacteria;Deferrisoma;camini;Deferrisoma camini S3R1,domain,pfam01855,COG0674,24.54,pfam01855,KO:K00174,45.8,EC:1.2.7.3
